_id,student_id,email,first_name,last_name,gender,country,race,age,college,campus,department,enrollment_year,state,courses[0],courses[1],courses[2],courses[3],courses[4],courses[5],courses[6],courses[7],housing,advisor,gpa,graded_course[0],graded_course[1],graded_course[2],graded_course[3],graded_course[4],graded_course[5],graded_course[6],graded_course[7],graded_course[8],graded_course[9],graded_course[10],graded_electives[0],graded_electives[1],graded_electives[2],electives[0],award,scholarship
6654a55cbcd46b0063b00893,CHS-Ant-Isa10624Tu,Isa10624Tu@golheights.com,Isaiah,Turner,Male,United States,Asian,31,CHSS,Lakeside Vista Campus,Anthropology,2021,New York,CHSSMed192,CHSSVis981,CHSSEnv258,CHSSAnt876,,,,,LakEvaito986,goladviHalSte364,3.27,CHSSInt510,CHSSCul690,CHSSBio450,CHSSArc664,CHSSLin460,CHSSApp398,,,,,,CHSSAnt817,CHSSAnt516,,,,
6654a55cbcd46b0063b00894,CBE-Bus-Gai10490Th,Gai10490Th@golheights.com,Gail,Thompson,Female,United States,White,30,CBE,Lakeside Vista Campus,Business Administration,2022,Texas,CBEInt714,CBEPri145,CBEOrg339,CBEHum504,CBEOpe737,CBEStr467,,,LakSunito1405,goladviGonDan943,2.76,CBEEnt902,CBEBus840,CBEBus539,CBEMar158,,,,,,,,CBEFin706,CBEBus6,,,,
6654a55cbcd46b0063b00895,CBA-Mat-Jam2764Ha,-Jam2764Ha@golheights.com,James,Hamilton,Male,Andorra,Black-African,30,CBAS,Lakeside Vista Campus,Mathematics,2023,,CBASCal111,CBASLin262,CBASDif468,CBASRea998,CBASCom73,CBASNum230,CBASDis65,CBASPro746,LakPhoio 2310,goladviLewMar369,2.42,CBASSta81,CBASGra521,,,,,,,,,,CBASFun531,,,CBASMat231,,
6654a55cbcd46b0063b00896,CBA-Mec-Jef9116Mc,-Jef9116Mc@golheights.com,Jeffrey,Mcintyre,Male,United States,Indigenous,18,CBAS,Lakeside Vista Campus,Mechanical Engineering,2023,West Virginia,CBASSta701,CBASDyn849,CBASMec695,CBASFlu108,CBASThe178,CBASHea742,CBASMac812,CBASMat417,LakTwiito1041,goladviSanMar172,3.38,CBASFin811,CBASMan199,,,,,,,,,,CBASEne835,,,CBASAer970,,
6654a55cbcd46b0063b00897,CHS-Mus-Ric12688Br,Ric12688Br@golheights.com,Richard,Brooks,Queer,Bhutan,Asian,27,CHSS,Summit Valley Campus,Music,2022,,CHSSInt27,CHSSMus536,CHSSWor960,CHSSCla412,CHSSJaz104,,,,SumTheito662,goladviHopDan469,2.09,CHSSPop192,CHSSMus505,CHSSMus517,CHSSEth331,,,,,,,,CHSSMus321,CHSSMus208,,,,
6654a55cbcd46b0063b00898,CHS-Soc-Cal700Ro,c-Cal700Ro@golheights.com,Calvin,Rosario,Male,Romania,Black-African,23,CHSS,Golden Grove Campus,Sociology,2020,,,,,,,,,,GolCasio 1468,goladviGonRob332,2.31,CHSSInt607,CHSSSoc558,CHSSRes404,CHSSCul337,CHSSGen514,CHSSRac962,CHSSSoc213,CHSSFam19,CHSSUrb600,CHSSGlo71,,CHSSSoc523,CHSSPol528,,,,
6654a55dbcd46b0063b00899,CBA-Mar-Fel10191Ow,Fel10191Ow@golheights.com,Felicia,Owens,Queer,United States,Black-African,27,CBAS,Lakeside Vista Campus,Marine Biology,2021,Colorado,CBASMar772,CBASMar350,CBASMar260,CBASCor723,,,,,LakGunio 2244,goladviLewMar369,2.63,CBASMar232,CBASInt156,CBASMar232,CBASOce792,CBASMar799,CBASMar287,CBASMar111,,,,,CBASPol455,CBASMar232,CBASMar232,,,
6654a55dbcd46b0063b0089a,CBA-Foo-Ste15749Ba,Ste15749Ba@golheights.com,Stephen,Baird,Male,Laos,Indigenous,17,CBAS,Summit Valley Campus,Food Science,2020,,,,,,,,,,SumRosio 2352,goladviWalGin342,3.14,CBASInt201,CBASFoo447,CBASFoo758,CBASFoo41,CBASFoo541,CBASNut464,CBASSen352,CBASFoo109,CBASFoo218,CBASFoo357,,CBASDai457,CBASFun52,,,,
6654a55dbcd46b0063b0089b,CHS-Phi-Gre10288Sa,Gre10288Sa@golheights.com,Gregory,Sanders,Male,United States,Other,25,CHSS,Lakeside Vista Campus,Philosophy,2023,Maine,CHSSInt77,CHSSAnc448,CHSSMed881,CHSSMod119,CHSSCon863,CHSSEth736,CHSSMet235,CHSSEpi783,LakDeeio 1329,goladviFisLin432,1.43,CHSSLog768,CHSSPhi343,,,,,,,,,,CHSSEas762,,,CHSSPhi420,,
6654a55dbcd46b0063b0089c,CBE-Bus-Don18207Wa,Don18207Wa@golheights.com,Donna,Ward,Female,United States,Other,25,CBE,Summit Valley Campus,Business Administration,2020,Ohio,,,,,,,,,SumPhoio 2217,goladviCarCha745,2.75,CBEInt714,CBEPri145,CBEOrg339,CBEHum504,CBEOpe737,CBEStr467,CBEEnt902,CBEBus840,CBEBus539,CBEMar158,,CBEFin706,CBEInf150,,,,
6654a55dbcd46b0063b0089d,CBA-Gen-Wes203Le,n-Wes203Le@golheights.com,Wesley,Lewis,Male,Malawi,White,18,CBAS,Lakeside Vista Campus,Genetics,2022,,CBASInt762,CBASMol827,CBASPop11,CBASGen463,CBASEpi473,CBASHum229,,,LakTheito620,goladviMonVic45,2.82,CBASMed287,CBASEvo745,CBASMic612,CBASQua660,,,,,,,,CBASGen949,CBASCan577,,,,
6654a55dbcd46b0063b0089e,CBA-Mat-Joh19764Sa,Joh19764Sa@golheights.com,John,Sanchez,Male,Italy,Indigenous,18,CBAS,Golden Grove Campus,Mathematics,2020,,,,,,,,,,GolRacio 2353,goladviGonRob332,2.64,CBASCal111,CBASLin262,CBASDif468,CBASRea998,CBASCom73,CBASNum230,CBASDis65,CBASPro746,CBASSta81,CBASGra521,,CBASNum525,CBASMat971,,,,
6654a55ebcd46b0063b0089f,CHS-Vet-Ste15248He,Ste15248He@golheights.com,Stephanie,Herman,Queer,United States,Indigenous,17,CHSP,Lakeside Vista Campus,Veterinary Medicine,2022,South Dakota,CHSPInt976,CHSPAna32,CHSPVet789,CHSPVet988,CHSPVet441,CHSPCli869,,,LakEvaito986,goladviRilBen493,2.09,CHSPVet949,CHSPVet954,CHSPVet81,CHSPVet693,,,,,,,,CHSPZoo732,CHSPExo253,,,,
6654a55ebcd46b0063b008a0,CHS-Fil-Kat10849Si,Kat10849Si@golheights.com,Kathleen,Simpson,Female,United States,Asian,25,CHSS,Summit Valley Campus,Film Studies,2022,New York,CHSSInt322,CHSSFil617,CHSSFil193,CHSSCin431,CHSSFil932,CHSSScr834,,,SumGunio 2445,goladviCarPam390,3.89,CHSSDoc975,CHSSExp662,CHSSGen649,CHSSWor99,,,,,,,,CHSSFil212,CHSSFil934,,,Leadership,Arts and Humanities
6654a55ebcd46b0063b008a1,CBA-Obs-Eli18905Wi,Eli18905Wi@golheights.com,Elizabeth,Williams,Female,United States,White,35,CBAS,Evergreen Heights Campus,Obstetrics and Gynecology,2022,Alaska,CBASInt838,CBASObs804,CBASPre703,CBASMat233,CBASObs385,CBASHig784,,,EveCofio 2239,goladviRomJen753,3.22,CBASLab742,CBASPos558,CBASGyn854,CBASGyn336,,,,,,,,CBASFem945,CBASUro683,,,,
6654a55ebcd46b0063b008a2,CBA-Ped-Ton24740Va,Ton24740Va@golheights.com,Toni,Vaughn,Female,United States,Asian,28,CBAS,Lakeside Vista Campus,Pediatrics,2022,Indiana,CBASInt542,CBASNeo221,CBASDev160,CBASAdo105,CBASPed433,CBASPed526,,,LakEclito901,goladviMcdLin527,2.84,CBASPed973,CBASPed407,CBASPed555,CBASPed964,,,,,,,,CBASPed154,CBASPed722,,,,
6654a55ebcd46b0063b008a3,CBA-Imm-Oli7995Fa,-Oli7995Fa@golheights.com,Olivia,Farrell,Female,United States,White,19,CBAS,Summit Valley Campus,Immunology,2022,Kentucky,CBASInt660,CBASInn255,CBASAda449,CBASAnt310,CBASAnt171,CBAST C799,,,SumLapito820,goladviHopDan469,3.96,CBASB C472,CBASImm659,CBASAut602,CBASTra321,,,,,,,,CBASCan101,CBASImm21,,,Leadership,
6654a55ebcd46b0063b008a4,CBA-Mat-Kel22761Ma,Kel22761Ma@golheights.com,Kelly,Martin,Queer,Mauritius,Asian,35,CBAS,Summit Valley Campus,Materials Science,2022,,CBASInt109,CBASCry912,CBASMec941,CBASEle131,CBASThe251,CBASPol436,,,SumLapito820,goladviHerRic452,2.16,CBASCer832,CBASMet73,CBASNan534,CBASCom158,,,,,,,,CBASMat659,CBASMat528,,,,
6654a55ebcd46b0063b008a5,CBA-Hor-Ash6752Ta,-Ash6752Ta@golheights.com,Ashley,Taylor,Queer,United States,Indigenous,29,CBAS,Golden Grove Campus,Horticulture,2020,Nevada,,,,,,,,,GolWaxito1453,goladviMorJoh754,2.95,CBASInt826,CBASPla607,CBASPla15,CBASGre331,CBASFru321,CBASVeg569,CBASOrn183,CBASLan212,CBASTur317,CBASPla3,,CBASUrb577,CBASPla277,,,,
6654a55fbcd46b0063b008a6,CBA-Cel-Bri16252Al,Bri16252Al@golheights.com,Brian,Allen,Queer,Panama,Black-African,21,CBAS,Lakeside Vista Campus,Cell Biology,2021,,CBASPho863,CBASCel173,CBASCyt860,CBASCel979,,,,,LakDeeio 1329,goladviSanMar172,2.41,CBASInt81,CBASCel143,CBASCel694,CBASCel671,CBASCel624,CBASCel272,,,,,,CBASCan658,CBASDev777,,,,
6654a55fbcd46b0063b008a7,CBA-Ane-Jon15254Ra,Jon15254Ra@golheights.com,Jonathan,Ray,Male,United States,Other,21,CBAS,Evergreen Heights Campus,Anesthesiology,2023,Maryland,CBASInt946,CBASGen99,CBASReg138,CBASObs895,CBASPed920,CBASCar94,CBASNeu905,CBASAmb945,EveRubito623,goladviSmiAle874,3.43,CBASCri570,CBASPai526,,,,,,,,,,CBASInt569,,,CBASAne591,,
6654a55fbcd46b0063b008a8,CHS-Nut-Mar14553Ev,Mar14553Ev@golheights.com,Mark,Evans,Male,United States,Asian,33,CHSP,Lakeside Vista Campus,Nutrition,2021,Michigan,CHSPNut782,CHSPNut394,CHSPSpo605,CHSPNut570,,,,,LakJanio 2447,goladviNewWil667,2.57,CHSPInt994,CHSPHum776,CHSPNut696,CHSPNut425,CHSPCom195,CHSPCli665,,,,,,CHSPGlo577,CHSPNut700,,,,
6654a55fbcd46b0063b008a9,CBA-Onc-Wil15705Ry,Wil15705Ry@golheights.com,William,Ryan,Queer,United States,White,24,CBAS,Evergreen Heights Campus,Oncology,2023,Nevada,CBASInt811,CBASCan621,CBASCan499,CBASMol167,CBASCli665,CBASSur532,CBASMed659,CBASRad876,EveLauito1044,goladviDavLar753,3.75,CBASPed44,CBASGyn295,,,,,,,,,,CBASCan758,,,CBASPal44,,
6654a55fbcd46b0063b008aa,CBA-Spa-Edw7877Ca,-Edw7877Ca@golheights.com,Edward,Casey,Queer,United States,Asian,21,CBAS,Summit Valley Campus,Space Sciences,2022,Georgia,CBASInt328,CBASAst457,CBASAst885,CBASPla401,CBASSpa59,CBASSpa701,,,SumTheito510,goladviGreMic445,2.93,CBASCos240,CBASAst727,CBASSpa105,CBASRem360,,,,,,,,CBASSol545,CBASInt260,,,,
6654a55fbcd46b0063b008ab,CHS-Edu-Nan6988Fe,-Nan6988Fe@golheights.com,Nancy,Ferguson,Queer,United States,Black-African,33,CHSP,Golden Grove Campus,Education,2021,Kentucky,CHSPSpe797,CHSPEdu265,CHSPLan891,CHSPCul127,,,,,GolMerito1035,goladviRomSus187,2.67,CHSPInt917,CHSPEdu701,CHSPCur241,CHSPTea69,CHSPAss76,CHSPCla256,,,,,,CHSPSoc182,CHSPEdu750,,,,
6654a560bcd46b0063b008ac,CBE-Acc-Dav1378St,-Dav1378St@golheights.com,David,Stout,Queer,United States,Other,32,CBE,Evergreen Heights Campus,Accounting,2023,New Jersey,CBEInt391,CBEFin992,CBEMan794,CBECos1,CBEAud523,CBETax165,CBEAdv377,CBEFor49,EveEyrio 1252,goladviHenDan851,2.26,CBEGov780,CBEInt298,,,,,,,,,,CBEAcc823,,,CBEEth515,,
6654a560bcd46b0063b008ad,CBA-Bio-Dan13009Fi,Dan13009Fi@golheights.com,Daniel,Fisher,Queer,United States,Black-African,21,CBAS,Lakeside Vista Campus,Biomedical Engineering,2021,Montana,CBASTis101,CBASReg656,CBASBio508,CBASBio939,,,,,LakTheito620,goladviMilJor698,2.7,CBASInt617,CBASBio205,CBASBio501,CBASMed527,CBASBio969,CBASPhy478,,,,,,CBASReh629,CBASCli795,,,,
6654a560bcd46b0063b008ae,CBA-Onc-Bri2860Pa,-Bri2860Pa@golheights.com,Brian,Patel,Male,United States,Other,25,CBAS,Summit Valley Campus,Oncology,2023,South Dakota,CBASInt811,CBASCan621,CBASCan499,CBASMol167,CBASCli665,CBASSur532,CBASMed659,CBASRad876,SumFerito1017,goladviHawNat913,2.6,CBASPed44,CBASGyn295,,,,,,,,,,CBASCan758,,,CBASPsy940,,
6654a560bcd46b0063b008af,CHS-Soc-Joh9725Ba,-Joh9725Ba@golheights.com,John,Banks,Queer,Philippines,Asian,31,CHSS,Summit Valley Campus,Sociology,2023,,CHSSInt607,CHSSSoc558,CHSSRes404,CHSSCul337,CHSSGen514,CHSSRac962,CHSSSoc213,CHSSFam19,SumTheito510,goladviWalGin342,3.23,CHSSUrb600,CHSSGlo71,,,,,,,,,,CHSSSoc789,,,CHSSEnv957,,
6654a560bcd46b0063b008b0,CHS-Phi-Ric4184Ru,-Ric4184Ru@golheights.com,Ricardo,Ruiz,Queer,Montenegro,Black-African,33,CHSS,Golden Grove Campus,Philosophy,2023,,CHSSInt77,CHSSAnc448,CHSSMed881,CHSSMod119,CHSSCon863,CHSSEth736,CHSSMet235,CHSSEpi783,GolDowito882,goladviGreJef720,3,CHSSLog768,CHSSPhi343,,,,,,,,,,CHSSPol488,,,CHSSPhe165,,
6654a560bcd46b0063b008b1,CHS-Pha-Hea21494Ca,Hea21494Ca@golheights.com,Heather,Carter,Female,Sweden,Black-African,32,CHSP,Golden Grove Campus,Pharmacy,2021,,CHSPPha506,CHSPPha456,CHSPPha264,CHSPCli846,,,,,GolVenito920,goladviDunJos465,2.81,CHSPInt891,CHSPPha198,CHSPPha778,CHSPPha991,CHSPPha618,CHSPPha228,,,,,,CHSPHos489,CHSPPha74,,,,
6654a561bcd46b0063b008b2,CBA-Ind-Mel11459He,Mel11459He@golheights.com,Melissa,Henson,Female,United States,Other,19,CBAS,Summit Valley Campus,Industrial Engineering,2021,North Dakota,CBASSix532,CBASHum896,CBASPro380,CBASEng228,,,,,SumJanio 2383,goladviCalMat949,2.93,CBASOpe643,CBASSup205,CBASPro554,CBASQua207,CBASFac461,CBASLea208,,,,,,CBASRel985,CBASDec338,,,,
6654a561bcd46b0063b008b3,CHS-Nur-Jav6133Sa,-Jav6133Sa@golheights.com,Javier,Sanders,Male,United States,Indigenous,29,CHSP,Golden Grove Campus,Nursing,2023,West Virginia,CHSPInt909,CHSPNur317,CHSPHea449,CHSPMed814,CHSPPed558,CHSPMat360,CHSPPsy942,CHSPCom747,GolLawito675,goladviFloTam447,2.71,CHSPGer144,CHSPNur51,,,,,,,,,,CHSPCri526,,,CHSPNur261,,
6654a561bcd46b0063b008b4,CBE-Eco-Eri6421To,-Eri6421To@golheights.com,Eric,Torres,Male,United States,Indigenous,31,CBE,Summit Valley Campus,Economics,2020,Colorado,,,,,,,,,SumFucito1312,goladviAllLyn651,3.22,CBEInt350,CBEMic830,CBEMac825,CBEEco325,CBEInt138,CBELab712,CBEDev701,CBEEnv509,CBEHea392,CBEPub868,,CBEUrb218,CBEGam349,,,,
6654a561bcd46b0063b008b5,CHS-Ant-Joh9598Wa,-Joh9598Wa@golheights.com,John,Waters,Male,United States,Indigenous,27,CHSS,Golden Grove Campus,Anthropology,2022,Idaho,CHSSInt510,CHSSCul690,CHSSBio450,CHSSArc664,CHSSLin460,CHSSApp398,,,GolRosio 2404,goladviKraBra608,2.84,CHSSMed192,CHSSVis981,CHSSEnv258,CHSSAnt876,,,,,,,,CHSSPol62,CHSSAnt817,,,,
6654a561bcd46b0063b008b6,CBA-Sur-Wil24159Mc,Wil24159Mc@golheights.com,William,Mcpherson,Queer,United States,Asian,16,CBAS,Evergreen Heights Campus,Surgery,2020,North Dakota,,,,,,,,,EveRosio 2211,goladviLeeCry692,2.4,CBASInt618,CBASGen342,CBASOrt150,CBASNeu599,CBASCar919,CBASPla716,CBASVas287,CBASPed388,CBASTra626,CBASTra137,,CBASSur140,CBASCol296,,,,
6654a561bcd46b0063b008b7,CBA-Pat-Mel1390Se,-Mel1390Se@golheights.com,Melinda,Sellers,Female,United States,Asian,21,CBAS,Summit Valley Campus,Pathology,2023,South Dakota,CBASInt156,CBASGen954,CBASSys701,CBASCel224,CBASMol28,CBASCli3,CBASAna639,CBASHem917,SumTheito510,goladviBelChr321,4,CBASNeu445,CBASDer588,,,,,,,,,,CBASOnc804,,,CBASPed384,,Underrepresented Minority
6654a561bcd46b0063b008b8,CBA-For-Vic11261He,Vic11261He@golheights.com,Vickie,Hensley,Queer,Saint Lucia,Black-African,27,CBAS,Summit Valley Campus,Forestry,2021,,CBASFor724,CBASFor143,CBASFor569,CBASRem706,,,,,SumTheito510,goladviHerBen331,2.65,CBASInt540,CBASFor921,CBASFor691,CBASFor935,CBASSil126,CBASWil643,,,,,,CBASUrb218,CBASFor707,,,,
6654a562bcd46b0063b008b9,CBA-Obs-Lis2276Mc,-Lis2276Mc@golheights.com,Lisa,Mckay,Female,Equatorial Guinea,Other,17,CBAS,Summit Valley Campus,Obstetrics and Gynecology,2021,,CBASLab742,CBASPos558,CBASGyn854,CBASGyn336,,,,,SumNigito1383,goladviCalMat949,2.76,CBASInt838,CBASObs804,CBASPre703,CBASMat233,CBASObs385,CBASHig784,,,,,,CBASFem945,CBASRep998,,,,
6654a562bcd46b0063b008ba,CBA-Onc-Eri22579To,Eri22579To@golheights.com,Erica,Townsend,Female,Costa Rica,White,28,CBAS,Summit Valley Campus,Oncology,2022,,CBASInt811,CBASCan621,CBASCan499,CBASMol167,CBASCli665,CBASSur532,,,SumCasio 1599,goladviHerRic452,3.11,CBASMed659,CBASRad876,CBASPed44,CBASGyn295,,,,,,,,CBASExp282,CBASCan758,,,,
6654a562bcd46b0063b008bb,CHS-Eng-Rob23567Pe,Rob23567Pe@golheights.com,Roberta,Perez,Female,United States,Black-African,22,CHSS,Lakeside Vista Campus,English,2022,Nebraska,CHSSInt738,CHSSBri727,CHSSAme332,CHSSWor994,CHSSMed642,CHSSRen368,,,LakEclito901,goladviTorKen466,3.17,CHSSEnl328,CHSSRom114,CHSSVic965,CHSSMod197,,,,,,,,CHSSPos601,CHSSCre189,,,,
6654a562bcd46b0063b008bc,CBA-For-Sha7393Bu,-Sha7393Bu@golheights.com,Shannon,Burns,Female,Israel,Asian,16,CBAS,Golden Grove Campus,Forestry,2021,,CBASFor724,CBASFor143,CBASFor569,CBASRem706,,,,,GolCasio 1468,goladviRomSus187,2.98,CBASInt540,CBASFor921,CBASFor691,CBASFor935,CBASSil126,CBASWil643,,,,,,CBASWoo493,CBASFor707,,,,
6654a562bcd46b0063b008bd,CBE-Bus-Aar2101St,-Aar2101St@golheights.com,Aaron,Stafford,Queer,Libya,Black-African,28,CBE,Lakeside Vista Campus,Business Administration,2020,,,,,,,,,,LakReyito913,goladviNguJes695,3.03,CBEInt714,CBEPri145,CBEOrg339,CBEHum504,CBEOpe737,CBEStr467,CBEEnt902,CBEBus840,CBEBus539,CBEMar158,,CBEMan126,CBEBus88,,,,
6654a562bcd46b0063b008be,CHS-Soc-Jen4815Jo,-Jen4815Jo@golheights.com,Jennifer,Jones,Female,United States,White,17,CHSP,Summit Valley Campus,Social Work,2023,West Virginia,CHSPInt94,CHSPSoc258,CHSPHum772,CHSPSoc286,CHSPCou803,CHSPChi666,CHSPMen793,CHSPFam250,SumDraio 1586,goladviHawNat913,2.65,CHSPSoc290,CHSPCom824,,,,,,,,,,CHSPSoc942,,,CHSPInt757,,
6654a563bcd46b0063b008bf,CBA-Pat-Jos12159Pa,Jos12159Pa@golheights.com,Joseph,Patel,Queer,Gabon,Indigenous,22,CBAS,Lakeside Vista Campus,Pathology,2023,,CBASInt156,CBASGen954,CBASSys701,CBASCel224,CBASMol28,CBASCli3,CBASAna639,CBASHem917,LakReyito913,goladviGriJoh631,3.43,CBASNeu445,CBASDer588,,,,,,,,,,CBASSur709,,,CBASFor574,,
6654a563bcd46b0063b008c0,CHS-Nur-Tra1124To,-Tra1124To@golheights.com,Tracy,Torres,Queer,United States,Black-African,30,CHSP,Evergreen Heights Campus,Nursing,2020,Texas,,,,,,,,,EveCheito1275,goladviHowJam76,3.47,CHSPInt909,CHSPNur317,CHSPHea449,CHSPMed814,CHSPPed558,CHSPMat360,CHSPPsy942,CHSPCom747,CHSPGer144,CHSPNur51,,CHSPPat602,CHSPCri526,,,,
6654a563bcd46b0063b008c1,CBA-Oce-Jen18060Wo,Jen18060Wo@golheights.com,Jennifer,Woodard,Female,United States,Asian,23,CBAS,Lakeside Vista Campus,Oceanography,2023,West Virginia,CBASPhy970,CBASChe730,CBASBio818,CBASMar345,CBASMar802,CBASCoa840,CBASOce514,CBASMar585,LakWinio 1359,goladviWooMel960,3.79,CBASOce155,CBASDee942,,,,,,,,,,CBASMar975,,,CBASPal385,,
6654a563bcd46b0063b008c2,CHS-Mus-She20041Fo,She20041Fo@golheights.com,Sheila,Forbes,Female,Senegal,Asian,33,CHSS,Lakeside Vista Campus,Music,2021,,CHSSPop192,CHSSMus517,CHSSEth331,,,,,,LakSunito921,goladviNewWil667,2.47,CHSSInt27,CHSSMus536,CHSSMus505,CHSSWor960,CHSSCla412,CHSSJaz104,,,,,,CHSSMus692,CHSSOpe411,,,,
6654a563bcd46b0063b008c3,CBA-Oce-Jos20657Mo,Jos20657Mo@golheights.com,Joseph,Montes,Male,United States,Other,21,CBAS,Summit Valley Campus,Oceanography,2022,Missouri,CBASPhy970,CBASChe730,CBASBio818,CBASMar345,CBASMar802,CBASCoa840,,,SumTheito534,goladviTorGav419,1.94,CBASOce514,CBASMar585,CBASOce155,CBASDee942,,,,,,,,CBASMar975,CBASMar115,,,,
6654a563bcd46b0063b008c4,CBA-Pat-Gar12463Wh,Gar12463Wh@golheights.com,Gary,Wheeler,Male,United States,White,18,CBAS,Lakeside Vista Campus,Pathology,2023,Virginia,CBASInt156,CBASGen954,CBASSys701,CBASCel224,CBASMol28,CBASCli3,CBASAna639,CBASHem917,LakSnaito1416,goladviNewWil667,3.23,CBASNeu445,CBASDer588,,,,,,,,,,CBASExp798,,,CBASFor574,,
6654a564bcd46b0063b008c5,CHS-Mus-Mar4769Fi,-Mar4769Fi@golheights.com,Margaret,Fisher,Queer,United States,Black-African,16,CHSS,Summit Valley Campus,Music,2023,Pennsylvania,CHSSInt27,CHSSMus536,CHSSMus505,CHSSWor960,CHSSCla412,CHSSJaz104,CHSSPop192,CHSSMus505,SumUglio 2145,goladviPetBar236,2.07,CHSSMus517,CHSSEth331,,,,,,,,,,CHSSMus208,,,CHSSMus554,,
6654a564bcd46b0063b008c6,CBA-Neu-Dav8854Ja,-Dav8854Ja@golheights.com,David,James,Male,United States,Asian,17,CBAS,Evergreen Heights Campus,Neurology,2023,Washington,CBASInt680,CBASNeu49,CBASNeu611,CBASNeu588,CBASNeu285,CBASDev321,CBASSen139,CBASMot205,EveCruito904,goladviJonTim804,2.5,CBASNeu487,CBASNeu322,,,,,,,,,,CBASNeu890,,,CBASNeu323,,
6654a564bcd46b0063b008c7,CHS-Pub-Ter2938Fr,-Ter2938Fr@golheights.com,Terri,Frazier,Female,Denmark,Indigenous,34,CHSP,Evergreen Heights Campus,Public Health,2020,,,,,,,,,,EveCruito904,goladviManJon874,2.74,CHSPInt193,CHSPEpi567,CHSPBio390,CHSPHea480,CHSPEnv379,CHSPGlo865,CHSPHea393,CHSPMat442,CHSPInf628,CHSPChr134,,CHSPCom851,CHSPHea348,,,,
6654a564bcd46b0063b008c8,CHS-Pol-Tif14650Mo,Tif14650Mo@golheights.com,Tiffany,Morgan,Queer,Bolivia,Black-African,25,CHSP,Evergreen Heights Campus,Political Science,2020,,,,,,,,,,EveCruito904,goladviLeeCry692,3.05,CHSPInt207,CHSPCom959,CHSPInt324,CHSPPol931,CHSPPub201,CHSPAme534,CHSPRes135,CHSPPol829,CHSPPol93,CHSPGlo832,,CHSPMed739,CHSPEnv932,,,,
6654a564bcd46b0063b008c9,CBA-Neu-Mad9703Ke,-Mad9703Ke@golheights.com,Madison,Kelly,Queer,United States,Indigenous,26,CBAS,Golden Grove Campus,Neurology,2022,South Dakota,CBASInt680,CBASNeu49,CBASNeu611,CBASNeu588,CBASNeu285,CBASDev321,,,GolXyrito927,goladviWooMel434,1.79,CBASSen139,CBASMot205,CBASNeu487,CBASNeu322,,,,,,,,CBASNeu323,CBASNeu149,,,,
6654a564bcd46b0063b008ca,CBA-Com-Kur23303Oc,Kur23303Oc@golheights.com,Kurt,Oconnell,Queer,Argentina,Asian,30,CBAS,Evergreen Heights Campus,Computer Science,2023,,CBASInt992,CBASDat377,CBASCom706,CBASOpe763,CBASDat162,CBASPro421,CBASSof599,CBASArt423,EveBagito514,goladviCooSte58,3.68,CBASMac741,CBASCom743,,,,,,,,,,CBASCom968,,,CBASWeb655,,
6654a564bcd46b0063b008cb,CHS-Eng-Gar12682Bu,Gar12682Bu@golheights.com,Gary,Butler,Male,Botswana,Black-African,22,CHSS,Lakeside Vista Campus,English,2020,,,,,,,,,,LakUglio 2246,goladviRilBen493,2.54,CHSSInt738,CHSSBri727,CHSSAme332,CHSSWor994,CHSSMed642,CHSSRen368,CHSSEnl328,CHSSRom114,CHSSVic965,CHSSMod197,,CHSSCre189,CHSSLit332,,,,
6654a565bcd46b0063b008cc,CBA-Che-Jon16468Cl,Jon16468Cl@golheights.com,Jonathan,Clark,Queer,United States,Asian,28,CBAS,Evergreen Heights Campus,Chemistry,2022,Virginia,CBASGen176,CBASOrg640,CBASPhy508,CBASAna721,CBASIno946,CBASBio354,,,EveTopito632,goladviSimAma14,2.64,CBASPol350,CBASMed367,CBASInd100,CBASCom159,,,,,,,,CBASEle220,CBASGre331,,,,
6654a565bcd46b0063b008cd,CBA-Civ-Wil20874Ja,Wil20874Ja@golheights.com,William,Jackson,Male,United States,Indigenous,32,CBAS,Summit Valley Campus,Civil Engineering,2022,Florida,CBASSta324,CBASStr864,CBASRei397,CBASSte594,CBASGeo47,CBASFou805,,,SumTheito726,goladviSmiJoh460,2.15,CBASTra928,CBASHyd712,CBASEnv579,CBASCon771,,,,,,,,CBASStr974,CBASUrb592,,,,
6654a565bcd46b0063b008ce,CHS-Phi-Jac12705Wa,Jac12705Wa@golheights.com,Jacqueline,Wang,Female,United States,Indigenous,21,CHSS,Evergreen Heights Campus,Philosophy,2022,Alaska,CHSSInt77,CHSSAnc448,CHSSMed881,CHSSMod119,CHSSCon863,CHSSEth736,,,EveHemito740,goladviMacJen581,2.28,CHSSMet235,CHSSEpi783,CHSSLog768,CHSSPhi343,,,,,,,,CHSSEas762,CHSSPhi274,,,,
6654a565bcd46b0063b008cf,CBA-Sur-Lin19658Va,Lin19658Va@golheights.com,Lindsey,Vasquez,Female,Libya,Indigenous,23,CBAS,Evergreen Heights Campus,Surgery,2021,,CBASVas287,CBASPed388,CBASTra626,CBASTra137,,,,,EveTopito632,goladviSanJas2,2.65,CBASInt618,CBASGen342,CBASOrt150,CBASNeu599,CBASCar919,CBASPla716,,,,,,CBASOph956,CBASSur140,,,,
